character,gender,id,name
Extra Devil Dancer,0,1850356,Tuck John Porter
Extra Devil Dancer,0,1850357,Tuck John Porter
Masanga,0,35014,Abby Mukiibi Nkaaga
Dr. David Merrit,2,35015,Adam Kotz
Mrs. Garrigan,1,35018,Barbara Rafferty
Dr. Garrigan - Senior,0,35017,David Ashton
Tolu,0,1033153,Sarah Nagayi
Jonah Wasswa,2,962605,Stephen Rwangyezi
Bonny,0,984315,Sam Okelo
Times Journalist,0,1296173,Dick Stockley
Italian Journalist,1,565241,Martina Amati
Perkins,2,1719834,Chris Wilson
Rachel,1,62589,Ellie Cornell
Billy Hill,0,1762957,Jeffrey Landman
Samantha Thomas,0,1414791,Tamara Glynn
Mikey,0,1762960,Jonathan Chapin
Spitz,2,1228823,Matthew Walker
Tina Williams,0,1762963,Wendy Foxworth
Deputy Nick Ross,0,1762965,Frankie Como
Darlene Carruthers,1,1107034,Karen Alston
Dr. Max Hart,2,1107848,Max Robinson
Larry Brumley,0,995329,Tommy G. Kendrick
Lloyd Hornbuckle,0,1467970,Richard Robichaux
Mrs. Estes,1,464188,Juli Erickson
Community Theater Group,0,1467916,Mika Odom
Community Theater Group,0,1559749,Jacqui Bloom
Church Patron (uncredited),0,1041561,Veronica Orosco
Robin (uncredited),0,1559744,Valerie Frazee
Charles Pollock,2,72580,David Leary
Sande Pollock,2,16430,Robert Knott
Helen Frankenthaler,1,163773,Stephanie Seymour
Stella Pollock,1,87125,Sada Thompson
Arloie's Baby,1,145610,Eulala Scheel
Peggy Guggenheim,1,23882,Amy Madigan
William Baziotes,0,1802700,Kenny Scharf
Franz Kline,0,1802701,Tom McGuinness
Kadish Child,1,1802703,Cassandra Clewicki
Alfonso Ossorio,0,1159841,Eduardo Machado
Ted Dragon,0,1802705,Moss Roberts
Mercedes Matter,1,1362876,Isabelle Townsend
Young Redhead,1,1802707,Jennifer Piech
Dorothy Seiberling,1,60632,Rebecca Wisocky
Delivery Man,0,1802712,Tony Palazzolo
Vita Peterson,1,1336806,Claire Beckman
Jay Pollock,0,1802716,Stephen Beach
Alma Pollock,1,1389805,Jill Jackson
Jeremy Pollock,1,1802722,Sondra Jablonski
Marie Pollock,1,1802723,Julie Anna Rose
Jonathan Pollock,0,1802724,Kyle Timothy Smith
Karen Pollock,1,1802725,April Petroski
Jason Pollock,0,1802726,Nicholas Petroski
Jason Pollock,0,1802727,Noah Petroski
Edith Metzger,1,164077,Sally Murphy
Veterinarian,0,1100321,Bob L. Harris
News Broadcaster (voice),0,1802728,John Madigan
Newspaper Boy,0,1802730,Matthew Hart Landfield
East Hampton Police Officer,0,1802731,John Nesci
Dave Farber,0,179274,Gianpaolo Venuta
Cynthia,0,550520,Keeva Lynk
Denise,0,1513815,Carrie Baker Reynolds
Cheryl,1,1513816,Hope Glendon-Ross
Garda No. 1,0,87908,Mark O'Halloran
Ashley,0,77913,Andree Moss
Riley,0,77916,Carolyn Moss
Kevin's Mom,0,77917,Wendy Talley
Amy,0,1560897,Nathalie Walker
Heather,1,1231373,Camille Mana
Tour Guide,0,1560892,Marissa D'Onofrio
Cooper,2,84833,Zach Cregger
Nitrous Guy,0,1560908,Todd Voltz
Therese Lisbon,0,17238,Leslie Hayman
Bonnie Lisbon,1,17239,Chelse Swain
Parkie Denton,0,1239453,"Noah ""40"" Shebib"
Chase Buell,2,17240,Anthony DeSimone
David Barker,0,17241,Lee Kagan
Amy Schraff,1,110548,Kristin Fairlie
Arthur,0,1232002,Fred Feast
LV's Dad,0,1715223,Graham Turner
Money Lender,0,1715225,Dick Van Winkle
Stripper,0,1379142,Karen Gregory
Bouncer,0,1715226,James Welsh
Talent Scout,0,109379,Howard Grace
Tucker Cleigh,2,84834,Trevor Moore
Candace,1,186310,Molly Stanton
Young Eugene,2,61257,Slade Pearce
Vonka,1,147382,Eve Mauro
Young Tucker,0,205177,Remy Thorne
Bouncer #1,2,445926,Windell Middlebrooks
Sheila,1,1223684,Lindsay Schoneweis
Principal,2,64236,David Wells
Crystal,1,1214290,Tanjareen Martin
Sexy Girl #2,1,1667644,Lyndsay Haldorson
Rabbi Rosenberg,2,87951,Alexander Chaplin
Audition Actor #1,2,1230842,Leslie David Baker
Terry,0,1397412,Mark Thudium
Jesse,0,1397448,Cody Sullivan
Janine's Friend,0,1397453,Taylor Bagley
Janine's Other Friend,0,1397454,Jennifer Terry
Female Supermarket Employee,1,1397455,Jackie Johnson
Esperanza,1,945426,Silvia Curiel
Kugel,0,1397469,Charlie
Reaper (uncredited),2,1477443,Andrew Anderson
Gene O'Reilly,0,138000,Christopher Durang
Francois,0,138769,Alex Draper
Gil Shapiro,0,932214,Drew Nieporent
The Poet,2,151207,Andrew McFarlane
Mr. Mueller,0,1522002,Steven Skybell
Hedwig,2,17114,John Cameron Mitchell
Skszp,2,21266,Stephen Trask
Jacek,2,126684,Theodore Liscinski
Schlatko,2,126686,Michael Aronov
Sgt. Luther Robinson,2,5900,Maurice Dean Wint
Hansel - 6 Years Old,0,1860495,Ben Mayer-Goodman
Kwahng-Yi,1,19766,Sook-Yin Lee
Silverio,0,1181001,Paco Christian Prieto
Philippe,2,59213,Jeffrey Anderson-Gunter
Venus,1,1485124,Alexis Kendra
Christine,0,932030,Elizabeth Sandy
Chanel,0,1485125,Monda Scott
Johnny,2,1322802,Ray Grady
Dr. Michael Brandt,0,1573359,Richard Velton
Jack,0,1573360,Hugh Westbourne
Gossip Girl #1,0,1059001,Rachel Alig
Gossip Girl #2,1,1654871,Deana Ricks
Marty Peretz,2,16544,Ted Kotcheff
Ian's Mother,1,168241,Michele Scarabelli
Catarina Bannier,0,87460,Simone-Elise Girard
Pharmacist Wayne Ponze,0,86562,JoBe Cerny
'Sunshine Lounge' Bartender,2,86563,Yasen Peyankov
Attractive Complaining Patient,0,86564,Teri Cotruzzola
Gelding,2,86566,Preston Maybank
Chinese Wife,0,86567,Sally Kao
Chinese Husband,0,86568,Quincy Wong
Liquor Store Owner,0,86569,George Lugg
Billy,0,86570,Tyler Rostenkowski
Detective Lily Pons,0,86572,Karol Kent
Anchorwoman,0,86574,Mary Ann Childers
Harris,0,86575,James Chisem
Officer Chuck Smith,0,86577,Eric Lane
Skinny Sheriff,0,86578,Roy Hytower
Trooper Jarvis,0,86580,Len Bajenski
Trooper Bunch,0,86582,Mindy Bell
Prisoner,0,86584,Ed Cray
Young Lover Kissing,0,86585,Christopher Glasgow
Student,2,86586,Marcello Robinson
Mr. Fostwick,2,1217281,Jack Hallett
Pike Bishop,2,8252,William Holden
Gen. Mapache,2,8259,Emilio Fernández
Pat Harrigan,2,2755,Albert Dekker
Ross,2,176445,Paul Harper
Major Zamorra,2,31321,Jorge Russek
Herrera,2,22767,Alfonso Aráu
Jess,2,160598,Bill Hart
Buck,0,30848,Rayford Barnes
McHale,2,950225,Stephen Ferry
Teresa,1,990426,Sonia Amelio
Gonzalez,0,239944,Chalo González
Don Jose,0,107285,Chano Urueta
Elsa,0,233128,Elsa Cárdenas
Aurora,1,544591,Aurora Clavel
Ignacio,2,19448,Enrique Lucero
Rocio,1,553157,Elizabeth Dupeyrón
Juan Jose,2,103565,José Chávez
Juan,0,1715664,René Dupeyrón
Benson,0,564929,Pedro Galván
Emma,1,1509586,Graciela Doring
Mohr,2,557983,Fernando Wagner
Ernst,2,174426,Ivan J. Rado
Luna,0,30308,Margarito Luna
Lilia,0,553168,Lilia Castillo
Jabalai (uncredited),0,1391093,Archie Butler
Burt (uncredited),0,1788495,Tap Canutt
Pinkerton Man (uncredited),0,70987,Gordon T. Dawson
Frank (uncredited),0,1400372,Mickey Gilbert
Bounty Hunter (uncredited),2,91203,Robert 'Buzz' Henry
Boy Watching Robber Scoop Up Moneybag (uncredited),2,953975,Matthew Peckinpah
Phil (uncredited),2,209585,Jack Williams
Simkins (uncredited),0,121234,Joe Yrigoyen
Bodyguard #1,0,1340888,Shannon Briggs
Edgar Trent,0,14820,Alan Webb
Sharp,2,135180,Robert Lang
Burgess,2,1821,Michael Elphick
Clean Willy,0,1217868,Wayne Sleep
Elizabeth Trent,0,1250653,Gabrielle Lloyd
McPherson,2,218186,John Bett
Maggie,1,90740,Janine Duvitski
Putnam,2,40958,Peter Butterworth
Lewis,2,1398814,Hubert Rees
Trent's Butler,0,134690,Brian de Salvo
Prosecutor,2,193595,Donald Churchill
Rail Guard,2,51316,Joe Cahill
Chaplain,0,139911,Cecil Nash
Lanna Phimister,1,217300,Kathleen McDermott
Tom Boddington,2,208693,James Wilson
The Cat In The Hat,0,311811,Paul Popplewell
Couris Jean,0,157831,Ruby Milton
Vanessa,0,195260,Linda McGuire
Boy in Room 1022,0,40658,Raife Patrick Burchell
Him,0,3081,Des Hamilton
Bendowski,0,1217749,Robert Fieldsteel
Troy Saunders,0,1328640,Paul Goodman
Herbert Trent,2,1232373,Mark Roberts
Punker #1,0,1766029,David Carrera
Admiral Binns,0,1849159,Larry Dobkin
Soldier,0,1849161,Jim Eagle
Gate Sentry,2,1840745,Gordon Greene
Army Guard,0,1214190,Lawrence Mandley
Driver,2,140077,Vic Trevino
Salesman,2,1720933,Rex Pierson
Policeman #1,2,30032,Dan Woren
Joan Marie,1,1654126,Stacy Earl
Adam Abbate,0,2844,Matt McGrath
Lynn Garber,1,74131,Anessa Ramsey
Josh Gattis,2,1654131,Sammy Nagi Njuguna
Luke Abbate,2,1654133,Stefan Guy
Himself,2,1654134,Micah Andrews
Rachel Abbate,1,1654135,Mandy Manis
Steve Justice,2,1654136,Josh Smith
Michèle Charpin-Vasseur,1,67532,Mélanie Doutey
Aunt Line,0,30720,Suzanne Flon
Sean Brewer,0,1157292,Miles Robbins
Latent,0,1157294,Colby Minifie
Snow Flower / Sophia,1,63436,Jun Ji-hyun
Anna,0,1139048,Coco Chiang Yi
Mr. Liao,0,1624301,Fang Zhoubo
Mrs Liao,0,1380450,Hu Qing-Yun
Mr. Wei,0,1380451,Cao Shi-Ping
Mrs Wei,0,1380452,Zhang Ruijia
Master Lu,0,1344897,Sun Feihu
Lady Lu,0,555366,Lu Zhong
Yonggang,1,103648,Lu Yi-Ching
TV news anchor,0,1408759,Ding Xiao-Hui
Butcher's mother,0,1624311,Zhang Li-Qiu
Lily's mother,0,1624312,Shen Dan-Ping
Sue,1,52881,Christine Renee Ward
Papa,2,52883,Pat Corley
Eli,2,52884,Wally Welch
Michelle,1,52887,Nancy Ellen Mills
Vet Receptionist,1,1310611,Ann Marie Hall
Motel Man,0,52879,Jason T. Davis
Motel Clerk,0,52880,Richard Lee Crow
Man with Michelle,2,24529,Chuck Borden
Ward,0,1452763,Peter McNamara
Old Billy Morris,2,63006,Ram John Holder
Paul Dean,0,98104,Julian Barratt
John Toombes,2,990,Frank Harper
Arthur,0,1637459,Desmond McNamara
Julie Gumbell,0,1365470,Annette Bentley
Ritchie Gumbell,0,1877383,William Howe
Wayne Wayne,0,1877385,Ofo Uhiara
Phillips,0,1335212,Brian Abbott
Woman Passenger,1,25166,Dora Doll
Girl Passenger,0,545336,Elisabeth Mortensen
Julia's Grandmother,1,46098,Cathleen Nesbitt
Young Lillian,1,1470687,Susan Jones
Undertaker,2,39952,Maurice Denham
Eddie Zarno,2,24048,Jeffrey Nordling
Himself,2,116488,Noam Chomsky
Himself,0,556526,Bill Baird
Himself,0,556527,Flip Benham
Mandy,1,104897,Allison Graham
Ronnie,2,564389,John Robinson
Young Boxer,0,1207358,Job Daniel
Doris,0,198708,Jocelyne Zucco
Old Indian Hunter,2,1159002,Tom Jackson
Suki,0,1207360,Tomomi Morimoto
Hiro,0,930327,Nobuya Shimamoto
Ottawa Indian Mother,0,1207361,Cheryl Diabo
Ottawa Indian Child,0,1207362,André Kasper Kolstad
Tricia,1,59618,Anie Pascale
Marvin,0,1207363,Andrew Johnston
Amy,0,1207364,Sarah Booth
Lisa,0,1207365,Teale Hansen
Female Paramedic,0,1207367,Warona Setshwaelo
Lisa,0,1207368,Teale Bishopric
Vicky Wienrick,0,179267,Catherine Colvey
Theo,0,1207369,Dennis Lafond
State Trooper (uncredited),0,1207370,Kevin Desfosses
Harold (uncredited),0,1207371,David Goff
Stund (uncredited),2,1207372,Benoit Priest
Nancy,1,126669,Tara Alice Scully
Katie,1,126670,Niamh Shaw
Detective Neil McKay,2,49326,Jonathan LaPaglia
Sydney Campbell,1,85214,Ginny Weirick
Brian Felzner,2,222532,Sean Cook
Mike Dodd,2,211742,Drew Waters
Dom Estacado,2,228178,Brandon O'Neill
Lieutenant Ben Harp,2,228179,J.P. O'Shaughnessy
Detective Ray Lowery,2,104645,David Andriole
Drew McAllister,2,228180,Daniel Brockley
The Boss,0,39822,Rich Cowan
Detective Nic Vetter,2,63424,David E. Ornston
Harriet Smith,1,141534,Louise Dylan
Mr. Elton,2,80154,Blake Ritson
Isabella Knightley,1,221090,Poppy Miller
Henry Knightley,2,24613,Jamie Glover
Mr. Weston,2,42663,Robert Bathurst
Jane Fairfax,1,557395,Laura Pyper
Miss Campbell,0,1495446,Amy Loughton
Gypsy Boy,0,1416326,Nathaniel Gleed
Mrs. Bates,0,1222342,Valerie Lilley
James Knightley,0,1494840,Joshua Jones
Mrs. Cole,0,1320744,Liza Sadovy
Miss Martin 2,0,1609919,Sarah Ovens
Young Emma (aged 3),0,1609920,Lyla Barrett-Rye
Young Frank Churchill,0,1609921,Teddy Bunn
Mrs. Churchill,0,1417041,Susie Trayling
Young Jane Fairfax,0,1609922,Sarah Gower
Young Jane Fairfax,0,1609923,Claire Gower
Brian O'Blivion,2,12485,Jack Creley
Masha,0,12486,Lynne Gorman
Moses,0,12488,Reiner Schwarz
Rena King,1,12490,Lally Cadeau
Barry Convex,2,12716,Leslie Carlson
Japanese Salesman,2,189644,Harvey Chao
Japanese Salesman,0,1722163,David Tsubouchi
Newscaster,0,1722164,Bob Church
Bellydancer,0,1722165,Franciszka Hedland
Soledad,1,17523,Cristina Brondo
Alessandro,2,17524,Federico D'Anna
Tobias,2,17525,Barnaby Metschurat
Lars,2,17526,Christian Pagh
Xavier's Mother,0,17527,Martine Demaret
Juan,2,17528,Javier Coromina
Xavier's Father,0,17529,Jacno
William,2,19996,Kevin Bishop
Jean-Michel,2,400612,Xavier de Guillebon
Neus,1,72673,Irene Montalà
Bruce,0,1320851,Olivier Raynal
Flamenco Teacher,0,72674,Paulina Gálvez
Stressed Teacher,2,17520,Cédric Klapisch
James Forester,0,1121400,Johnny Flynn
Michiel van Beusekom,2,80631,Martijn Lakemeier
Erica van Beusekom,1,83355,Melody Klaver
Johan van Beusekom,0,83357,Raymond Thiry
Lisa van Beusekom,0,43716,Anneke Blok
Dirk,2,968345,Mees Peijnenburg
Theo,0,1125646,Jesse van Driel
Schafter,2,211203,Ad van Kempen
Bertus,2,43646,Tygo Gernandt
Veerman,0,211266,Ben Ramakers
Duitse Soldaat Redding,0,236904,Tibo Vandenborre
Duitse Soldaat 1,0,1125647,Jens Roth
Duitse Soldaat 2,0,1125648,Peter Eberst
Robin Abbott,1,1175764,Breanne Racano
Greta Wyatt,1,1380651,Sabina Gadecki
Juicy Mouth,0,1237618,Leonard Robinson
Cosmetics Lady,1,1523211,Carol Herman
Ivana,1,1272162,Anna Gurji
Paul Labiche,2,13784,Burt Lancaster
Papa Boul,2,12748,Michel Simon
Didont,0,1655,Albert Rémy
Pesquet,2,32112,Charles Millot
Octave,2,5764,Jean-Pierre Zola
Spinet,2,41716,Paul Bonifas
Schmidt,0,948462,Jean Bouchaud
Schwartz,2,31779,Donald O'Brien
Pilzer,2,22623,Arthur Brauss
Major,0,33793,Jean-Claude Bercq
Dietrich,2,13696,Howard Vernon
Railroad Worker,0,1004175,Louis Falavigna
Grote,0,143534,Richard Bailey
Robert,0,1162643,Christian Fuin
Ordnance Officer,0,1162644,Helmo Kindermann
Engineer Officer,2,48417,Roger Lumont
Corporal,2,27443,Gérard Buhr
Tauber,0,1162645,Christian Rémy
(voice),1,143432,Kiều Chinh
Brothel man,2,94387,Tanapol Chuksrida
Nath,2,1102621,Vithaya Pansringarm
Mark,2,57208,Petchtai Wongkamlao
Pla,1,57209,Bongkoj Khongmalai
Madame Rose,0,57210,Xing Jing
Vincent,2,985070,Damian de Montemas
Officer Rick,0,1051833,David Asavanond
Hurdler,0,937889,David Artus
Hurdler,0,937890,Kevin Furlong
Don 1,2,184892,Nicholas Selby
Don 2,0,1213693,John Boswall
Mrs. Bhamra,1,6218,Shaheen Khan
Meena,1,1227682,Pooja Shah
Polly,1,62230,Shobu Kapoor
Terrell,2,1554266,Alex Lewis
Silent Sam,0,558280,Eliot Asinof
Krissy,0,558281,Amanda Wing
Dick Yordan,0,558282,Kyle Meenan
Jewelz,2,76671,Philip Champion
Eboni,1,76672,Alecia Jai Fears
Aub,0,76673,William L. Johnson
Director,0,76675,Gavin J. Behrman
Shelli,0,76676,Shelli Boone
Shirley,0,76677,Linda Boston
Stretch,0,76678,Marvin Collins
Referee,0,76679,James Cowans
Carl,0,76680,Allan Cunningham
Basketball Fan,0,76681,Dave Daniels
Girl,0,76682,Rian English
Makeup Artist,0,76683,Tondy Gallant
Security Officer,0,76684,Dana Gamarra
2nd Assistant Director,0,76685,Nicholas Harvell
Look,0,76691,Michael Kimbrew
Heart Attack,0,76692,Michael Lamone Bivins
Clerk,0,76694,Kristine Mansour
Double A,0,76695,Jason Martin
Ma'Dere,0,76702,Margaret Scott
Angelo,0,76703,Tamer Werfali
Vanessa,1,302415,Eva Marcille
Indu Tendulkar,1,81092,Asin Thottumkal
Mansukh Desai,2,88593,Himesh Reshammiya
Tatya Tukaram Tendulkar,2,85450,Mithun Chakraborty
Sattar Singh (70),2,71090,Raj Babbar
Inspector Kambli,2,35819,Johnny Lever
Ángela Vidal,1,34793,Manuela Velasco
Manu,0,54532,Ferran Terraza
Jennifer,0,111091,Claudia Silva
Rosso,2,54520,Pablo Rosso
Sra. Izquierdo,1,54523,Martha Carbonell
Martos,0,111092,Alejandro Casaseca
Japanese Neighbor,1,1367762,Akemi Goto
Dr. Owen,2,1224566,Jonathan D. Mellor
Comisario,0,1065175,Carlos Olalla
Zombie,2,54526,Paco Plaza
Brittany,0,222631,Kayla Jackson
Cameron,0,222632,Kayla Raparelli
Mr. Wiggs,2,222633,Sal Dupree
Tatiana,1,222634,Alexis Biesiada
Ziggy Wiggs,0,222635,London Clark
Angel Wiggs,0,222636,Erika Corvette
Zita Wiggs,0,222637,Ashley Cutrona
Twiggy Wiggs,0,222638,Devon Jordan
Blaze,0,222639,Pilar Martin
Eric,0,222640,William McKenna
Zoey Wiggs,1,222641,Jeana Zettler
Alanna Wannbe,0,222643,Alanna Palombo
Mikey P.,2,222644,Michael Pericoloso
Maya,0,222645,Najee Wilson
F.B.I. Agent Polk,2,37712,Dana Elcar
Mottola,0,157936,James Sloyan
Bodyguard,2,110436,Lee Paul
Benny Garfield,0,1155210,Avon Long
Combs,0,83806,Arch Johnson
Granger,2,161360,Ed Bakey
Train Conductor,0,144604,Larry D. Mann
Alva Coleman,0,1213880,Paulene Myers
Duke Boudreau,2,153628,Jack Collins
Curly Jackson,0,98928,Tom Spratley
Louise Coleman,0,1213863,Ta-Tanisha
Roulette Dealer,2,1263061,William Benedict
Bill Clayton from Pittsburgh (uncredited),2,86347,Robert Brubaker
Lacey the Bouncer (uncredited),0,100295,Bruce Kimball
FBI Agent Chuck (uncredited),0,1444837,Chuck Morrell
Mr. Jameson from Chicago (uncredited),2,151482,Byron Morrow
Lady in Phone Booth (uncredited),1,157617,Pearl Shear
Gambling Den Boss (uncredited),2,101484,Guy Way
Black Gloved Gunman,2,84978,Joe Tornatore
Jennie Liddell,1,47536,Cheryl Campbell
Master of Caius,2,78157,Lindsay Anderson
Lord Birkenhead,2,13327,Nigel Davenport
Jackson Scholz,2,69010,Brad Davis
Doctor,0,1464838,Lauren Leah Mitchell
Brenda,0,1470068,Lisa Marcos
Reverend Carter,2,1062609,Terrell Carter
Tony,0,1192652,Justin Braine
Sylvia,0,1192653,Sonia Todd
David Helfgott,2,79703,Alex Rafalowicz
Katharine Susannah Prichard,1,14306,Googie Withers
Gina,1,212429,Italia Ricci
Lauren,1,208307,Lindsey Broad
Lisa,1,1124795,Amanda Perez
Sequins,0,1223438,Sarah Dumont
Patricia,0,1223439,Sloane Avery
Barbara's Mom,1,149699,Loanne Bishop
Bartender,0,1355837,Arin Babaian
Waitress,0,1355839,Eva Mah
Supermodel in Commercial,1,1355840,Nina Agdal
Promoter,0,1355841,Jason Burnham
Other Driver,0,1355842,Johnny Ferrara
Hostess,1,239974,Tiffany Pulvino
Russian Voices,0,1355844,Olia Voronkova
Woman in Car,0,1355845,Sonni Brown
Beebee,0,1355846,Arayna Eison
Deedee,1,446351,Becky O'Donohue
Purple,0,1355847,Elena Kim
White Shorts,0,1355848,Tanya Mityushina
Church Parishioner,0,1355849,Craig Marks
Porn Actress (uncredited),1,124972,Alexis Texas
Porn Actress (uncredited),1,74250,Sunny Lane
Porn Actress (uncredited),1,124136,Devon
Porn Actor (uncredited),0,41990,Cheyne Collins
Porn Actress (uncredited),1,132388,Kayden Kross
Porn Actress (uncredited),1,125611,Jenny Hendrix
Porn Actor (uncredited),0,1274860,Damien Michaels
Porn Actress (uncredited),1,132381,Tori Black
Porn Actor (uncredited),2,55680,Manuel Ferrara
Porn Actress (uncredited),1,1197172,Mia Malkova
Porn Actress (uncredited),1,232271,Jynx Maze
Porn Actress (uncredited),1,577492,Dani Daniels
Porn Actress (uncredited),1,136791,Isis Taylor
Porn Actress (uncredited),1,132398,Bree Olson
Porn Actress (uncredited),1,135659,Aletta Ocean
Porn Actress (uncredited),1,88229,Stoya
Porn Actor (uncredited),2,55682,Mark Ashley
Porn Actress (uncredited),1,138185,Misty Stone
Morgan Allen,2,95597,Jack Ging
Mayor Jason Hobart,2,52463,Stefan Gierasch
Mordecai,2,102426,Billy Curtis
Bill Borders,0,199813,Scott Walker
Sheriff Sam Shaw,2,33544,Walter Barnes
Lutie Naylor,2,106611,Paul Brinegar
Bootmaker,2,12296,John Hillerman
Melora,0,183745,Debra Azar
Ebony - Graduation Rapper,1,1216556,Venus DeMilo
Vanilla - Graduation Rapper,0,1870807,Lindsey Girardot
Galaxina,1,114921,Dorothy Stratten
Sgt. Thor,2,41274,Stephen Macht
Capt. Cornelius Butt,2,100624,Avery Schreiber
Buzz,2,1709302,J.D. Hinton
Ordric,0,1391057,Ronald Knight
Ordric (voice),0,1337122,Percy Rodrigues
Blue Girl,1,200298,Susan Kiger
Winged Girl,1,52615,Marilyn Joi
Mime / Robot,1,44705,Rhonda Shear
Earthman,0,103775,Hugh Warden
Père Maxence,2,43998,Jean-Paul Bonnaire
Violette Morhange,1,28793,Marie Bunel
Pierre Morhange,0,43996,Jean-Baptiste Maunier
Pépinot,0,43997,Maxence Perrin
Pascal Mondain,0,43999,Grégory Gatignol
Corbin,0,1334021,Thomas Blumenthal
Le Querrec,0,1334022,Cyril Bernicot
La comtesse,0,583220,Carole Weiss
Le docteur Dervaux,0,48418,Erick Desmarestz
Pépinot adulte,0,35077,Didier Flamand
Boniface,0,1334023,Simon Fargeot
Leclerc,0,1334024,Théodule Carré-Cassaigne
Le médecin,0,114822,Armen Godel
Assistant Pierre Morhange,0,930809,Steve Gadler
(uncredited),0,146640,Michel Caccia
Maria Barberini,0,7003,Ginette Reno
Lina Paventi,1,7005,Mary Walsh
Nino Paventi,2,7006,Peter Miller
Anna Barberini,1,7007,Claudia Ferri
Pina Lunetti,0,7008,Sophie Lorain
Yolanda/Woman in Airplane/Jolene,1,7010,Tara Nicodemo
Rosetta,1,7011,Pierrette Robitaille
Giorgio,0,7012,Dino Tavarone
Marco,0,7015,Lou Vani
Mélanie,0,7016,Diane Lavallée
Cherokee,2,19212,Russell Sams
Alexa,1,966742,Joleigh Fioravanti
Reporter,0,1528739,Kim Marriner
Officer Long,0,128597,Rick Aiello
Ella,1,1736531,Christa Rivers
Stevie,0,162339,Luis Antonio Ramos
Eddie,0,1880160,Richard Habersham
Kim,0,96538,Ginny Yang
Korean Child,0,1880161,Sherwin Park
Rosa,0,1880162,Diva Osorio
Stevie's Friends,0,1880163,Chris Delaney
Stevie's Friends,0,1880164,Angel Ramirez Jr.
Stevie's Friends,2,1645223,Sixto Ramos
Hector,0,1880165,Travell Lee Toulson
Sergeant,0,1675606,Joel Nagle
Plainclothes Detective,0,1880166,David E. Weinberg
Double Dutch Girl,0,1880167,Yatte Brown
Double Dutch Girl,0,1880171,Mecca Brunson
Double Dutch Girl,0,1880169,Shawn Stainback
Double Dutch Girl,0,1880170,Soquana Wallace
Marcus Blake,0,1303875,Ray Allen
Russell,2,941693,Michael Aparo
Mario,0,935294,Scottie Epstein
Marcel Marx,0,20853,André Wilms
Arletty,1,5999,Kati Outinen
Idrissa,0,569369,Blondin Miguel
Claire,1,53507,Elina Salo
Yvette,1,49756,Evelyne Didi
Chang,0,569370,Quoc Dung Nguyen
Le dénonciateur,2,1653,Jean-Pierre Léaud
Docteur Becker,0,548816,Pierre Étaix
Stéphane,0,14611,Stéphane Drouot
Fistman,2,14612,Jean-Louis Costes
Mourad,0,14613,Mourad Khima
Layde,0,1414268,Hellal
Commissaire,0,1414269,Nato
Chauffeur Taxi,0,1414270,Fesche
Takafumi Katayama,2,58604,Nao Omori
Queen,0,80755,Mao Daichi
Queen,1,83527,Shinobu Terajima
Queen,0,146869,Eriko Satô
Queen,0,1174070,Ai Tominaga
Queen,0,553120,Naomi Watanabe
Kiichiro Sugiura,2,1174071,Gin Maeda
Setsuko Katayama,1,25653,You
Police Officer,0,71080,Hitoshi Matsumoto
Arashi Katayama,0,1410504,Haruki Nishimoto
Sonia,1,53672,Soha Ali Khan
Sue,0,53673,Alice Patten
Sukhi,2,53674,Sharman Joshi
Aslam,2,53675,Kunal Kapoor
Ajay Rathod,2,85519,Madhavan
Karan Singhania,2,108216,Siddharth
Businessman,0,1292102,Shon McGregory
'Entertainment Beat' Host George Reardon,1,87230,Ali Marsh
Romeo Brass,2,70519,Andrew Shim
Clifford,2,148142,Johann Myers
Male Nurse (credited as Shaun Fields),2,70520,Shane Meadows
Gavin 'Knocks' Woolley,0,148140,Ben Marshall
Darren,2,148134,Darren O. Campbell
Dennis Wardrobe,0,148132,Martin Arrowsmith
Sandra Woolley,1,148135,Julia Ford
Bill Woolley,2,148138,James Higgins
School Pianist,0,148133,Dave Blant
Ambulance Man,0,148144,Sammy Pasha
Park Lad #1,0,148141,Joel Morris
Neighbour Lad #2,0,148137,Nicholas Harvey
Neighbour Lad #1,0,148145,Jamahl Peterkin
Park Lad #2,0,148146,James Tomlinson
Physiotherapist (uncredited),2,81773,Paul Fraser
Diana Brown,1,559207,Synnøve Macody Lund
Lotte,1,558205,Julie R. Ølgaard
Ove,2,77981,Eivind Sander
Sindre Aa,2,558254,Baard Owe
Jeremias Lander,2,76553,Kyrre Haugen Sydness
Brede Sperre,0,63767,Reidar Sørensen
Stig,2,589188,Nils Jørgen Kaalstad
Sunded,0,1093935,Mats Mogeland
Monsen 1,0,1093936,Gunnar Skramstad Johnsen
Monsen 2,0,1093937,Lars Skramstad Johnsen
Morning Show Hostess,0,1093940,Signe Tynning
Morning Show Host,0,1093941,Nils Gunnar Lie
Okonomisjef,0,1093942,Sondre Abel
Ferdinand,2,1144062,Mattis Herman Nyquist
Paddy Barrett,2,182043,Lalor Roddy
Irene Murphy,0,1458563,Clelia Murphy
Father Potts,0,1458564,Micheál O'Gruagain
Hilda,0,1458565,Roz McCutcheon
,2,106712,Michael Kanev
Little Miss Julie,0,1377303,Nora McMenamy
Dr. Gerald Finney,2,5254,George Voskovec
Arthur's Father,2,113704,John Alvin
Genevieve,0,5687,Eddra Gale
Richard's Date,0,1712328,Audrey Bennett
Critic,0,1712329,Laurence Coven
